SUPT3H	TRRAP
DNMBP	DNM1
SMARCC1	IKBKB
MBD3	MBD3L1
LINC00341	KBTBD7
HSPA8	NFKB2
MARK3	YWHAB
RPS25	RPS17
CLTCL1	HIP1
MEGF10	CEP57
DLG4	SIPA1L1
GNAI1	ADCY5
CEP126	DISC1
MTNR1A	CANX
PCNA	CCNA2
BIRC2	TRADD
HERC2	CDC42
ERBB2	RASA1
FDXR	FHIT
PSMD11	PSMC6
PDX1	CREB1
TCEA1	POLR2B
KANK1	BAIAP2
SORCS3	NGF
PSMD4	UCHL5
HDAC1	MBD3L2
MAPK8	FLNB
APC	MYH10
RPL23A	RPLP0
HSPA5	RELB
VAMP3	STX3
CNN3	EMD
RPS3	RPL3
EHMT2	DNMT1
PRSS1	SPINK5
BAK1	ACTR2
APBB1	PQBP1
RNF4	UBE2D2
IRAK1	PRKCI
CCDC59	PAK5
THOC1	ALYREF
RNF13	UBE2N
SPDEF	NKX3-1
FOXO4	SIRT1
DZIP3	UBE2E2
SHC1	MME
CCNH	MTA1
TFRC	SH3BP4
CTSE	EMG1
COL2A1	CHAD
CENPH	PMVK
BCL10	KRT33B
PAK2	ARHGEF6
BECN1	MCL1
DHX36	ATG12
PSMB3	PSMA1
GEM	BMP1
RAB25	RAB11FIP3
STYXL1	AES
TNFRSF14	SEC11A
BHLHE40	BHLHE41
MDM2	JMY
ARR3	ARRB1
RNF185	UBE2D3
RARS	MARS
YBX3	GSK3B
MET	HGFAC
NOS3	EXOC6
FASLG	YES1
HDAC1	PRDM5
CHFR	UBE2W
PSMD8	KIAA0368
CAV1	MALL
SEPT7	SEPT5
KAT5	ING3
MAP3K14	RPLP0P6
YWHAE	HDX
FNTA	PTP4A2
TIMP2	SNCG
PSEN2	RHEB
MAPK13	AKIP1
LBR	LMNB1
RPL7L1	ARRB2
YWHAH	NCOA2
PSMC2	PSMD14
SGK1	TUFM
STX1A	PSEN1
CDC73	RTF1
MUL1	UBE2D4
GPN1	CBS
MBD3	SPEN
TAF2	TAF5
RNF167	UBE2D3
STAT5B	STAP2
CHD7	SMARCE1
CHD4	TAL1
DTNBP1	GLTSCR1L
CDK5	CDK5R2
ITGB1	GULP1
KCNA4	DLGAP1
APC	NUP214
ALPI	EIF4A2
FYN	TRPC6
TGFBR1	USP21
URM1	MOCS3
USP22	TRRAP
KAT2B	SIRT1
NDUFS3	MT-ND6
MYBPH	MYBPC2
JUND	CREB5
RIPK3	BASP1
SOS2	SNX18
RBBP4	CHAF1A
LCP1	ATXN2
TBK1	RPS18
TNFAIP6	THBS1
ARRB1	JUN
TRIM41	UBE2I
MARCH5	AKTIP
ASGR1	HSP90B1
HSPA8	RELA
UBE2D1	DZIP3
GABARAPL1	STBD1
PSEN1	TRAF6
CPNE4	CCDC22
PSTPIP1	RPL26
CCNB1	CDC25C
UBE2I	TRIM27
TAL1	RBBP7
UBE2D1	MDM4
BATF	CREB5
PSMD8	PSMA4
CDC42BPB	MAP2K5
CDC37	YWHAE
GIPC1	MYO1C
SYNPO2	YWHAG
DTNBP1	EXOC4
FHL2	DPF2
SIRT1	SETD7
IRS4	TNFRSF1B
RUVBL2	WDCP
ZKSCAN7	TCEANC
DLEU1	GDF9
PFKFB3	CUL2
ACR	ZP2
ST14	SPINT1
AKAP8L	MAP3K3
HNRNPAB	AES
UBE2L6	CBLC
SNX9	SNX33
PIN1	KIAA1429
MYSM1	WDR77
ANXA2	LYPLA1
CFB	C4B
PSMB2	PSMA4
MED28	DLG4
PARK2	ZNF746
TPD52L3	TPD52L2
MAP3K14	RPS17
UTP4	UTP15
PTPRB	TEK
UBE2E3	RNF8
HES5	JAK2
UGGT1	CD40
MED18	MED31
DDX5	CTNNB1
GAGE2D	GMCL1P1
INSR	PTPRC
BMPR1B	FBXO44
DARS	AARS
IKBKG	RPS3
HSPA8	HNRNPD
SH3BGRL	EGFR
STX5	GOSR1
BLM	SUMO3
VAMP3	DDB1
PSEN2	DYNC1H1
WDR77	SNRPD1
EXOC8	RAB3IL1
ATM	XPA
QARS	AIMP2
MAST1	FBXL12
PLAUR	FGR
DHX9	JUN
CUEDC2	CHUK
KIF5B	RAPGEF2
ROGDI	DISC1
NSD1	RELA
RPA2	ATR
RPL18	RPSA
ARIH2	DISC1
LYN	SPHK2
DNAJB11	IKBKAP
SRSF2	SREK1
SMARCA2	POLR2A
RHOC	VHL
UBE2L6	LONRF1
GAPDH	BPGM
PSEN2	METTL2B
PAWR	THAP1
HSPA4L	DOK2
COPS5	MAP3K3
CHUK	HSPB1
UBE2D1	RNF38
APC	SFN
FASLG	DNMBP
PPP1R15A	KIF3A
ERCC3	GTF2E2
DYNLL1	PARD3
ACTB	DNASE1
RB1CC1	MOB4
TNFRSF1A	RPS3
TUBB	IKBKB
HRAS	IRAK1
ERBB4	ANKS1B
CNBP	IGF2BP3
MYSM1	KAT2B
KAT2B	GATAD2A
BRF2	XPO7
CDK5RAP2	NEFL
UBE2D3	TRAF6
RNF13	UBE2D1
PSMD3	WRAP73
ATR	AATF
BNIP1	BCL2L1
PSMB5	PSMC6
ARL6IP6	ARL6
AXIN2	GSK3B
CTSB	MLH1
GNAI1	RGS10
STAM2	RIN1
TRAF2	MAPK9
CSNK1E	RAD50
TRAF6	UBE2D4
RPL17	RPL19
TNFRSF1B	TUBB4A
CLIP2	MAX
SNRPD2	CLNS1A
CUL1	DCUN1D1
SIRT1	BRINP1
MLF2	MMS19
STAT5A	BTK
TRIM6	TRIM5
RBCK1	MAP3K7
RNF32	PRDX2
WAS	LCP2
DTNA	DTNBP1
CIB1	ITGB3
TAL1	LDB1
CDK1	ERCC2
AHCY	PINX1
SNAP25	CCDC53
AKTIP	FAM160A2
PCDHB5	DGKB
CXCR1	CXCL3
DISC1	PPM1E
GTF3C4	POLR3F
BCR	TGFBR1
ID3	ZNF626
RUVBL1	PELO
SERPINA5	KLK1
HSPB9	DYNLT1
SMC3	STAG1
APOB	LRP2
DMD	DISC1
SNTG1	DGKZ
CAP2	ACTG1
TRIM29	MID2
CYBB	IQGAP1
BCL2	PKMYT1
SEC14L2	PIK3CG
IKBKB	CFLAR
NFYC	GLTSCR1L
SAP18	YARS
SAP18	YARS
ICAM3	ITGAD
RUNX3	PHB2
CEP70	PPFIA1
RNF7	UBE2D4
LSM12	DSTYK
PBK	GPRASP1
ECSIT	BLMH
CCAR2	CIAO1
RPS20	IKBKG
PAX6	TRIM11
BRF2	DPM1
PIN1	CCNE1
ADRM1	PSMD14
CLTC	MCC
PDCD10	CHMP5
EPS8	CASK
RUVBL1	MAP3K14
SMAD3	MAPK8
INO80E	UCHL5
TFG	MAP3K3
UPF3A	SMG1
KPNA2	RAG1
PTPRF	INSR
SFN	TJP2
SIGLEC10	FLNA
AMFR	UBE2D3
FHL2	ZBTB16
CCDC47	TMBIM4
COL4A4	FN1
WWP2	DAG1
STX6	VAMP4
UBB	CDC6
NFKB2	RPLP0P6
HMGB1	AGER
COPS7A	CUL5
OAZ2	AZIN1
HAUS5	HAUS6
DSG1	KLK5
DNAAF5	MAGED1
APC	HGS
TUBA1A	HDAC6
LPL	CETP
RNF38	UBE2D2
HNF1A	HNF1B
CSNK2A1	CDC34
ADRA1B	FLNC
RNF7	ASB6
DNTTIP2	PPARG
RNF32	MGEA5
MEGF6	CRKL
LYN	FCER1G
ACTC1	ABLIM3
SLC3A2	SLC7A11
LATS1	HTRA2
CHMP1B	CHMP4B
CTNNB1	EZH2
TGFBR1	ZFYVE9
PRKDC	ILF3
RPS20	MPP6
PCNA	CA2
IKBKG	EPPK1
RIPK3	EEF1A2
SPTBN4	CELSR3
UBE2D1	TRIM8
HNF1A	IGFBP7
BAD	SNCA
HCRTR1	HCRT
TTC37	PAF1
APBB1IP	PRPF40A
AGO4	ZFP36
CLK1	SRSF6
FOS	BATF
MED28	WWTR1
RNF111	UBE2E1
VASP	GSN
KDR	IQGAP1
C1QB	MYOC
GTF2H1	ATF7IP
RPS20	PIK3CA
GCDH	CDC37
IL20RA	IL19
RPL23	RPL23A
RPL31	DDX56
ENDOG	AIFM1
CNKSR2	TNIK
XIAP	UBE2D3
PIN1	CCNK
YBX1	MAP3K14
BMP1	TWSG1
SMAD2	TNNT1
PIGK	PIGT
KCNJ10	DLG4
APBB1	THRAP3
RRAS2	RAPGEF4
SDC4	MDK
UBE2N	LRSAM1
TCTEX1D2	GTF2F2
KLC1	KIF5A
RBPJ	SUFU
PRPF6	TXNL4A
TUBA1B	LGALS2
ARPC5L	ARPC3
APOE	ST13
ATP1A1	CFL1
RARA	ZBTB16
PREX1	MTOR
RUVBL1	SMNDC1
VBP1	PFDN5
BCL10	MAP2K7
MBD3	RBBP7
TSG101	VPS11
RPS9	DSTYK
DHRS7B	MED19
CDC20	KRTAP19-5
MMP17	MMP2
RIPK3	PRKDC
PPP4R3A	PPP4C
WRAP73	CEP135
AMIGO1	AMIGO2
PSMD11	PSMD7
TOMM20	PINK1
GLS2	TAX1BP3
MYCN	MXD1
ADRA2C	GNAO1
ZNF839	YWHAE
ACTA1	COTL1
CHMP2A	USP8
MCM4	CDC7
MAGEA6	CCAR2
TNFRSF1A	DNAJA1
SHOC2	ERBIN
POU3F3	POU3F4
RNF166	UBE2D2
STRN	STRN3
YWHAQ	HAX1
SRC	YWHAH
EIF4A2	CMBL
CREB1	HTT
PTPN6	KHDRBS1
CCDC136	CDC5L
PARVA	MLH1
KCTD12	TNFRSF1B
COL4A6	MATN2
MPG	RAD23B
UBE2I	GOLGB1
PPP1CC	BCL2
PBX2	MEIS1
NCL	PPP1CB
NFKB1	BRCA1
NCOA1	PGR
MAP3K1	BAG2
DST	MAPK6
TNNI3	PKD2
BMPR1B	BMP6
IRS1	JAK2
SNRPB2	DHX9
DYNLL1	ACTB
CASP4	MYCBPAP
BMP6	ACVR2B
SF3A2	SF3B3
FBLN1	MFAP5
CD2AP	PKD2
CTSD	FN1
SUPT16H	DHX15
PFDN4	PFDN6
HIPK1	NKX2-5
APP	COL4A1
EIF1B	RPL35
RASSF5	STK3
BIN1	XRCC4
UBE2U	DZIP3
WBP4	CHTF8
ECSIT	RHEB
MYC	CCNT1
NOP58	DHX15
RPS16	MAP3K1
RNF125	UBE2E2
CBL	ITSN1
RUVBL2	MYC
CUEDC2	IKBKB
HDAC1	PHF21A
MAP3K14	RPL27
TCEB1	SPSB2
RNH1	RNASE2
SUZ12	EZH1
RNF219	CTNNA1
IGF2BP1	ILK
PPP1R14A	PRKD1
RARA	NSD1
CHRD	TWSG1
SLC25A11	TNFRSF1B
APC	AP2B1
NUP54	SSR1
EP300	MEF2D
NEDD4	CPSF1
RIPK1	TUBB4A
ITGA3	FN1
CTSB	APOE
ATF7	MAPK9
PRPH	LMNB1
PRKDC	RELB
PRKAB1	EZR
HCK	PIK3R2
NEDD4	MLANA
GBA	PSAP
GPR108	LRSAM1
RAD18	UBE2I
PMAIP1	BCL2L2
TUBB	SYT9
DVL2	SMURF1
ITGB3	TNS2
CCT3	MAPK6
RNF43	UBE2D2
SPTLC2	SPTLC1
PPARGC1A	SRSF6
TUBA1A	ARL3
CSNK1A1	PPP2R5A
UBE2I	LNX2
FHL2	ZNF3
CALCOCO2	GEMIN4
TRAF2	HSPA9
RANBP2	XPOT
GABARAPL1	DYX1C1
NF1	APP
FBXW5	CUL4A
SVEP1	ATF7IP
LEF1	SMAD1
TIMM23	TIMM17A
RPN1	UBQLN2
HNRNPUL1	POLR1E
CBLB	SPRY2
COL13A1	NID1
SFPQ	SREK1
CARM1	SRCAP
RCN2	RIPK1
LRP12	ZFYVE9
STX4	STXBP6
PTPN6	KDR
MOB4	TIMM13
PITPNA	PLCG1
ETS1	STAT5B
ARID1A	SMARCA2
TAF4	CBX5
MYSM1	HNRNPH1
SLC2A4	P3H4
ATXN1	RHOXF2
ING3	DMAP1
EIF1B	EIF3H
CHEK2	RAD9A
PKD1	JUP
TNFRSF14	P4HB
CDC42BPB	RIPK1
GRB10	ELK1
SMARCA2	SMARCD3
TAF8	TAF4
RUVBL1	RELB
STRAP	GEMIN7
PNMA1	CCP110
PNMA1	CCP110
ANKRD27	VAMP7
FYN	MAG
UBE2W	RNF2
IKBKG	DDB1
ABCA1	ERBIN
EIF6	FUS
KCNJ8	ABCC9
RASSF3	STK3
VPS35	VPS26A
KRTAP4-12	FAM27E3
KIT	EPOR
BACE1	MMP2
IFNAR1	MAPK1
GAK	AR
PYCARD	NLRP1
CCT3	VHL
KIF5B	NME2
BACH1	CREB5
AP3B2	CLTC
ZAP70	SOS1
DDX56	MYBBP1A
BCL2L1	NLRP1
SF3A2	SMNDC1
RPL17	RPS5
ISL1	ISL2
RFC5	CD40
PIAS1	JUN
UQCRB	UQCRFS1
PYY	NPY4R
PARK2	DNAJA1
SMAD4	ACVR1B
NCOA1	KAT2B
PPP1R9B	CCKBR
CDK1	DNM2
RALA	PLD1
EXOC7	BBS2
CD81	CD63
WASL	PRPF40A
ASAP2	PACSIN3
PRMT5	MBP
CREB1	UBE2I
MAD1L1	HDAC2
IL37	IL18BP
SRC	LRP1
CASP8	RYBP
DTX3L	UBE2E1
TRIM23	BAG1
KCNG2	KCNB1
RPS3	RPLP0
AR	MYBBP1A
PYGM	S100A1
OS9	SEL1L
CYLD	HDAC6
NLRC4	NLRP1
TRIM8	UBE2D4
CXCR2	GPRASP1
ABHD16A	MLH1
HDAC4	RANBP2
RING1	PIK3R3
NF1	SUMO1
PSMD12	PSMD11
VHL	PSMD13
CSPG4	BCAR1
LRR1	TCEB1
SRSF1	GEMIN2
IKBKB	TUBB4A
YY1	PRKDC
PML	MAPK7
SOX10	SUMO1
SDC3	FYN
RPL26	MAGEB2
SOCS1	JAK3
SFPQ	TCERG1
PSMD4	PSMD7
TNFSF11	MAPK1
EIF2B1	EIF2B3
RPS27	TNFRSF1B
AIMP1	MAPK14
HDAC4	SFN
SERPINB6	F10
ZNF655	CDK4
ILK	NUP93
NONO	PRPF40A
NEFH	STXBP1
CSE1L	IKBKG
SMNDC1	RPL3
TSC22D1	NDUFA9
HSPA5	DNAJC1
RIPK1	DNAJA1
TOPBP1	BRCA1
CCR2	JAK2
USO1	GOSR1
VHL	PRKCZ
KAT2B	SATB1
GSK3A	SPG21
ERCC3	CDK7
NLRP2	FAF1
FZR1	MAD2L2
YWHAG	SAMD4B
PSMB1	PSMD14
PKN1	CASP3
MAPK1	EPOR
MAP3K14	RPS3
CD6	SDCBP
PKN2	MAP3K2
TUBB3	RILPL2
CRNKL1	CDC5L
BBS7	FHOD1
MMS19	PHLDA3
MLH1	APRT
MLH1	SERPINF1
USP9X	MCL1
SAFB	POLR2A
POLR2A	SAFB
ARRB2	BOP1
MAP3K14	DDX3X
BBS7	ALDOB
SKAP2	FYN
HIST1H2BK	HIRA
RPS27L	TNFRSF1B
SFN	GRB7
NSF	STX4
ARL5A	SMAD4
EEF1A2	RELA
CBX8	CBX4
GRAP	SHC1
RASA1	CSF1R
UBE2U	RNFT1
RELA	HSP90AB1
PML	BANP
MED7	MED6
GATA3	TAL1
SHC1	LTK
TNFSF14	DIABLO
FIS1	BCAP31
HAX1	MAP3K3
AP3B1	ATM
KRT18	RHPN2
BECN1	XPO1
RPA2	SERTAD3
BCR	ERBIN
MYC	NUP93
CCNK	CDK2
KRT35	DLG3
SMYD2	GSK3B
SERPINB3	USF2
PSMD10	PSMD14
ZNF600	MAPK6
VPS37C	HGS
CD9	ADAM2
PATJ	CRB1
SMN1	GSK3B
RNF144B	UBE2I
HSPA6	MAP3K3
SCRIB	MAP3K3
RPL35A	CNBP
BRCC3	UIMC1
MAP3K4	TPR
CTGF	TGFB1
ATF4	NFE2L2
PSMB6	PSMA7
PIK3R2	PIK3CA
IKBKG	IGHG3
FASLG	CASP8
HSPA5	RIPK3
RBCK1	UBE2N
CCT4	RELA
MAML2	NOTCH1
RBBP4	RPN1
TUBB	RIPK1
ERBB2	FER
ROPN1L	AKAP3
MAP3K1	RPL7
SMAD2	RGS3
RAB24	RBSN
LYAR	RPS9
TRAIP	TNFRSF1B
NCAPH2	SMC2
NXF2	NXT2
IKBKG	RPS27L
MDM2	PJA1
PAX2	BBS2
HSPA6	RELB
PSMA5	CCR5
RNF10	UBE2D3
RPL17	RPS20
HCK	EVL
AR	WHSC1
ACLY	GSK3B
RPS2	RPS18
HIVEP2	YWHAG
G3BP1	LCK
HSPA5	TMEM62
RPL23A	RPL10A
SLC2A4	UBE2I
EGFR	PLEC
CREB5	BACH2
RCN2	TRADD
PPP1R2	PPP1CB
PRKAA2	PRKAG2
REL	NOTCH1
FADD	RIPK3
PSMD12	PSMA1
CCT7	CCT6A
EPRS	RELA
CUL2	TIMM13
TFDP2	YWHAE
PRPSAP1	ILK
APP	TP53BP2
EFNB2	RHBDL2
PSMD8	PSMB2
WSB1	HIPK2
AP3B2	AP3S1
NCOA2	CDK4
PPP1CC	CCND1
CDKN1A	RNF144B
LRP1	MMP16
CHMP3	VAV2
PITPNA	EGFR
BYSL	PNO1
TANK	KARS
MIS12	PMF1
DNAAF5	PGRMC1
ACTN2	ACTN4
ETS1	NFKB1
EPB41	PAICS
PTPN6	TFG
FNTA	TGFB1
PRTN3	TNF
TCP1	GPN1
TBC1D4	NAV1
NEK6	NUP93
CENPH	KIF2C
STRAP	SNRPB
SLC9A3R2	LPAR2
RPS16	MAP3K3
MYH11	DAXX
PSMD14	PSMC5
PLCG2	BTK
RNF2	UBE2D2
IRF2BP1	ATF2
SQSTM1	MLH1
MAD2L1	DSTYK
RPA1	TP53BP1
KLRC3	TYROBP
CAPZB	TWF2
HSPA1L	TRADD
TICAM2	IRAK2
VARS	EEF1A2
NCOR1	EMD
PSMB2	PSMA5
AIP	HSP90AB1
ABCD4	SARAF
APC	SETDB1
RAPGEF2	MT-ATP8
NOD1	ATG16L1
SRC	CD59
H2AFX	CHD1L
COPA	STX8
HNRNPUL1	NUP98
TJP1	CTTN
DDR1	COL11A1
IL2RG	JAK2
MCM6	MCM8
RPL4	PRPF40A
HIST1H2AC	TFAP2B
RING1	PCGF2
PSTPIP1	RPL35
KPNB1	YWHAE
POLR2E	POLR2I
TUSC2	EBLN2
XIAP	AFP
MDM2	UBE2G2
AFF4	MLLT3
NPRL3	NPRL2
KCNJ10	DLG1
CEP63	CCDC14
SRC	ACTN1
RGS2	GDE1
RPS23	RPL30
DLEU1	EEF1A1
NAPA	VAMP2
VHL	PPIB
TSC1	IKBKB
RUVBL2	PLOD2
PSTPIP1	RPL29
PSEN1	GSK3B
YWHAQ	KLC4
RPL35	RPL23A
RHAG	SLC4A1
MAGEC1	ROCK2
BTF3	CTNNB1
TNFRSF1B	SLC25A4
DDX42	SF3A2
ASF1B	ASF1A
UHMK1	SMAD1
ACTN4	MAP3K3
BLOC1S5	BLOC1S3
MYLK2	IKBKAP
EIF4A2	TPM3
RFXANK	BSG
HNRNPM	CTNNB1
HABP2	COL4A3
MAP3K14	EDAR
CFLAR	ATG3
PECAM1	ITGA5
AURKB	TBL3
BIN1	FBP1
RARA	SPEN
MAX	TAF1
RAD21	CTCF
RIPK1	RPL23
RPS11	MAGEB2
MYC	AXIN1
UBE2G2	UBE2J2
CSNK2A1	ARRB1
STX3	STXBP1
CKS1B	DUSP1
ANXA7	PDCD6
PTP4A3	KIF1BP
RANBP1	RANGRF
COL2A1	FN1
TRIM24	THRA
GNGT2	KCNJ4
DTNBP1	RBSN
CDKN1B	RHOA
EP300	ETV4
EP300	IRF5
GABARAPL1	NEK9
APBB1	CLSTN1
GABARAPL1	CLINT1
S100A9	ARRB1
HSPA5	RELA
KIDINS220	CDC73
VPS33A	MON1A
EIF6	PRKCB
BAX	SFN
NCK1	CSNK1G2
MSL1	FCHSD2
RANBP9	PRKACA
MORF4L2	MPDU1
APBB1	DIAPH2
SLX4	TERF2IP
OPRD1	ADRB2
ADRB2	OPRD1
HARS	TNIK
CNGB1	PRPH2
RAB5A	RIN2
OGT	KMT2E
TUBG1	TUBGCP3
VHL	PFAS
RPTOR	IRS1
RPL14	MAP3K1
MEGF10	TAOK2
MRPL11	MRPL2
KAT2B	TAL1
FHL5	SMAD1
IL6	PTHLH
BIN1	BIN2
CKMT1A	SLC25A5
FASLG	SH3PXD2B
ELL	EAF1
SNAP91	PLCG1
SF3B1	SF3A2
EML3	NEK6
RPS3	NEDD8
LCK	CTNND2
MOB1A	TSSC1
FBXL2	COL7A1
HDLBP	AKTIP
SERPINB9	CASP4
PPP4C	DHX38
APC	GIGYF2
TNFRSF1B	EEF1A2
MAP2K3	ARRB1
JAG1	MFNG
RANBP9	APC
TRAF6	RUSC1
APC	ANXA7
CDC20	ANAPC1
SUMO3	JUN
DPF2	ZNF212
PPARG	SMARCD3
YWHAQ	DISC1
STK24	TRAF3IP3
NME2	SOD1
SOX9	TRAF2
RNF32	FBXW4
POU2AF1	SYK
MYO1G	TFRC
EZR	ARHGDIB
SFN	SASH1
INA	STAU1
NFKB2	MARS
FBXW11	RPRM
PPP1CC	CDC34
HIVEP2	YWHAE
A2M	ADAM19
RNF19A	SUFU
CAV1	BST1
AR	IFI16
HDAC3	HIF1AN
EPRS	MCC
MAF	AHR
DISC1	XPNPEP1
RNF26	UBE2U
STAT5B	JAK2
TRAF7	UBE2D1
UBE2E3	MUL1
UBE2I	SOX4
CREBBP	FOXO3
CTSD	CTSA
MED7	MED9
TRAF6	MAP3K11
UBE2W	DZIP3
DISC1	KIF3A
NBN	RNF8
PYCR2	RELA
GBF1	COPG1
TSC1	BEX3
CUL1	FBXO33
GAPDH	TRAF1
IKBKG	USO1
CDC45	MCM6
MED9	MED12
ARAF	YWHAE
PSMD12	PSMB5
TBK1	RPS5
DHX9	ARHGDIA
RNF150	UBE2W
SEC23B	TMED2
MID1	UBE2D2
MYO6	TNFRSF1B
TRIM24	UBE2U
APP	MAST1
LRIF1	APLP1
SMARCC2	RCOR1
SHPRH	HLTF
SERPINB6	PROC
SCAPER	CELSR3
MYC	RFC4
MT-ND1	DHDDS
PSMD12	USP14
EIF4E	EIF6
MAP3K14	RPS16
RIPK3	TUBA3C
RELB	SMARCD1
MAP3K8	TRAF6
EIF3F	EIF3K
NME2	DYNC1H1
XPO4	BRF2
FUBP1	PUF60
IL37	CASP1
PKIA	PRKACA
ZDHHC17	SREBF2
PHF12	SIN3A
SF3A2	CIRBP
EWSR1	CD2BP2
UBE2O	TRIM27
SREBF2	ABLIM2
UBE2F	RNF34
PLEKHB2	KRT31
BRCA2	KAT2B
COPS5	SREBF2
RPS11	RPL23A
NCOA6	ZNF335
TNF	TRAF2
C19orf43	SF3A2
CHEK2	ELAVL1
IL13	VCAM1
HES1	JAK2
TIMM50	AKTIP
CDC20	KRTAP9-2
TOP3B	GRN
RPS2	RPL23A
APP	PCBD1
C8B	C8A
TRIP6	TPM4
TAB2	SEC13
PTX3	C1QC
MCM3AP	CDC42
DYNLL1	ME2
ARHGAP32	CDC42
CISH	IL3RA
HOXC4	POU2F1
POLR3C	POLR3F
CD2	CD59
ATF3	ZNF212
TEAD1	TBP
U2AF2	CPSF7
KNG1	CAPN2
GAK	CLTC
PRKCZ	CDC42
PAWR	DRD2
NPR3	NPPB
C1QA	COL2A1
GNB2	GNG12
MEGF10	TMEM132A
MATN1	COL2A1
PCNA	MDH2
SART3	PRPF3
YWHAB	NCKAP1
PSMD11	PSMA2
POU2AF1	SLC22A2
UBE2U	ZSWIM2
SF3B2	SMNDC1
GTF2I	PTP4A3
MAP3K14	YBX3
UBR5	RELA
HDAC7	MEF2C
SFN	SAV1
GRIA4	EPB41L1
MED15	SMAD4
FAM92A1	APPBP2
RHOT2	TRAK1
HOXB8	PBX1
PKN2	HDAC5
WNT4	SFRP2
ARFGEF1	NUP62
CKMT1A	VDAC1
SUN2	RAB5C
CIAO1	MYO1C
SERPINB13	CTSL
APP	ABL1
CAMK2G	STAT1
HIST1H3A	RBBP7
NCK2	DDR1
MAD2L1	TNFRSF1B
SRSF7	SF3A2
ARL4D	TMEM230
TSG101	SCAMP3
LRP1	GTPBP1
IER3IP1	ANKRD34A
POLR3A	PKP2
NTRK3	MAPK1
DNM2	PACSIN2
RPL8	RPL11
H2AFY	ATF2
RALA	CNKSR2
FBP1	ACTN1
TGFBRAP1	ACVR1B
GFAP	S100A1
GATA1	HDAC5
IER3	TNFSF10
TUBB	STAU1
SOCS6	IRS4
CRYAA	CRYZ
NEDD4L	YWHAG
PLEKHA5	CCDC88B
FASLG	SNX9
UBE2E1	UBE3A
ADH4	YWHAE
PPRC1	NRF1
NELFCD	UBE3A
BBS4	BHMT
ATIC	CMBL
PPP4C	TIPRL
SRSF7	RBBP6
GDF15	MAPK14
GNAI1	RIC8A
ADAM12	YES1
TRIM26	CEBPD
LTC4S	ALOX5AP
AKAP8L	EMD
ORC1	CDC7
DTX1	UBE2D3
SNF8	MCM2
RPS11	MAP3K1
AREG	CCND3
ACTA1	MYL1
MYCN	FBXW7
CBL	FCGR1A
IRS2	UBTF
UBE2L6	RNF125
CUL1	EEF1G
DLAT	PDK1
EIF1B	TCEB1
PSTPIP1	RPL18A
EEF1D	ARHGAP21
FEM1B	CUL2
FBXW11	GLI2
NME2	PSMA7
PSMB4	PSMA1
AP1B1	ARF6
PFDN5	TUBA3C
EPRS	MARS
C9orf163	LRRK1
TTC27	PHLDA3
UBE2D1	MGRN1
TRAF1	DDX3X
RPS2	RPS15
MGEA5	MAST1
RPL8	RPL12
FIG4	VAC14
CNTF	EXT1
UBE2D3	RNF181
UBE2D3	RNF38
FBXW2	GCM1
UBE2W	RMND5B
BCL6	ZBTB6
PCNA	KIAA0101
GP9	GP1BB
RBPJ	NOTCH3
PSMA3	CCT2
EEF1D	ELF3
CXCR1	CXCL2
FANCM	RPA1
TRAF1	TRAF6
RBM3	HNRNPA2B1
FGF7	COL2A1
CD44	COL1A2
PLAT	FGA
MARCH7	UBE2N
MDM2	FKBP3
FYTTD1	TSPAN7
MYOG	POLR2C
NCF1	RELA
EIF4H	EIF4A1
MAP4K3	SH3RF1
SNAI1	CTDSP2
HDAC3	BRMS1
GARS	IARS
PSMB6	PSMB3
SMARCA2	SMARCB1
COL4A4	FBLN2
MARCKS	PKN1
PSMD4	SREBF2
CDC73	KMT2A
CBX2	BMI1
COL4A1	MATN2
PIN1	WRNIP1
TUBA4A	BCAR1
H2AFZ	ZNHIT1
SND1	IKBKE
PTPRH	MAPK1
KRT82	TWF2
GNB2	ATXN10
WSB1	TGFBR1
RNF138	TGFBR1
MAPK8IP1	MAP3K11
SORBS1	ADAM15
YWHAE	ATP5B
OPTN	FLII
SSR4	TNFRSF1A
CHMP5	URGCP
CSTA	CTSH
NCK1	NCKAP1
BARD1	POU2F1
CLIC5	GSN
SFN	MAPKAP1
PYCARD	NLRP12
LLGL1	CD46
RND3	PLXNB1
RFXANK	DDOST
DAXX	AIRE
C14orf119	LRRCC1
RPS3	TNFRSF1B
VDAC3	CASP4
RPL14	PXN
BORA	PLK1
GCH1	SP3
MAP3K14	RPL3
ACTR8	UCHL5
RPL8	RPS3
PSMB1	PSMC1
EIF4E	AHSA1
NR5A2	UBE2I
GINS4	GINS1
WWOX	SMAD1
ARHGEF6	SH2D1A
CCT3	MAP3K3
CDC73	WDR61
COPS5	PPOX
NUAK1	PRPSAP1
BECN1	ZWINT
APP	PDIA3
CAV1	GRK1
RUNX1	CREBBP
PLK3	CDC25C
TNFRSF1A	TUBA3C
TLN1	ITGB2
ELP2	JAK1
RPL19	RPL11
S100B	DES
TRAF4	SIGLEC7
RGS18	GNAI1
DDX5	MAP3K14
SMARCC2	REST
UPF3A	ALYREF
PTPRS	PTPRN
CTSG	KNG1
STK38L	KRT31
PACS1	JUN
IKBKE	TUBB4A
DUSP6	TGFBR1
SRSF2	ZRSR2
SELP	GP1BA
EIF4A3	YWHAG
RIT2	SOS1
